<frozen runpy>:128: RuntimeWarning: 'coincollector_refactored.initial_df_builder' found in sys.modules after import of package 'coincollector_refactored', but prior to execution of 'coincollector_refactored.initial_df_builder'; this may result in unpredictable behaviour
[MAIN] searching best seed among: range(0, 500)
[seed-scan] seed=  0 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=254 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=255 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=256 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=257 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=258 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=259 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=260 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=261 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=262 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=263 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=264 | env 5/9 [1, 2, 3, 7, 8] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=265 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=266 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=267 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=268 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=269 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=270 | env 5/9 [1, 3, 5, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=271 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=272 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=273 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=274 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=275 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=276 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=277 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=278 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=279 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=280 | env 8/9 [1, 2, 3, 5, 6, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=281 | env 7/9 [1, 2, 3, 5, 7, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=282 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=283 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=284 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=285 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=286 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=287 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=288 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=289 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=290 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=291 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=292 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=293 | env 7/9 [1, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=294 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=295 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=296 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=297 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=298 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=299 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=300 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=301 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=302 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=303 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=304 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=305 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=306 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=307 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=308 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=309 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=310 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=311 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=312 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=313 | env 5/9 [1, 2, 3, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=314 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=315 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=316 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=317 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=318 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=319 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=320 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=321 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=322 | env 7/9 [1, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=323 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=324 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=325 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=326 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=327 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=328 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=329 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=330 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=331 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=332 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=333 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=334 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=335 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=336 | env 9/9 [1, 2, 3, 4, 5, 6, 7, 8, 9] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to west'] | env_full=True | act_full=False
[seed-scan] seed=337 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=338 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=339 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=340 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=341 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=342 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=343 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=344 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=345 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=346 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=347 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=348 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=349 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=350 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=351 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=352 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=353 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=354 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=355 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=356 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=357 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=358 | env 7/9 [1, 2, 3, 4, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=359 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=360 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=361 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=362 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=363 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=364 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=365 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=366 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=367 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=368 | env 9/9 [1, 2, 3, 4, 5, 6, 7, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=True | act_full=False
[seed-scan] seed=369 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=370 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=371 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=372 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=373 | env 8/9 [1, 2, 3, 5, 6, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=374 | env 8/9 [1, 2, 3, 5, 6, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=375 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=376 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=377 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=378 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=379 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=380 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=381 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=382 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
